generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Delphinus_delphis,Balaenoptera_borealis,0,0.002,0,0.9,0
100000,Delphinus_delphis,Balaenoptera_borealis,0,0.183516,0,0.16227,0
100000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2387,0.10815,0,0.0657415,0
200000,Delphinus_delphis,Balaenoptera_borealis,0,0.175576,0,0.154194,0
200000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2456,0.120954,0,0.090544,0
200000,Stenella_rayi,Tursiops_brochii,30.8824,0.837858,0,0.771602,0
200000,Globicephala_macrorhynchus,Orcaella_brevirostris,27.545,0.292748,0,0.159533,0
300000,Delphinus_delphis,Balaenoptera_borealis,0,0.153604,0,0.14652,0
300000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1193,0.103918,0,0.0666532,0
300000,Stenella_rayi,Tursiops_brochii,31.7399,0.619045,0,0.682527,0
300000,Delphinus_delphis,Leucopleurus_acutus,22.0736,0.187821,0,0.0358437,0
400000,Delphinus_delphis,Balaenoptera_borealis,0,0.173312,0,0.163076,0
400000,Herpetocetus_scaldiensis,Ciuciulea_davidi,18.5696,0.360413,0,0.286928,0
400000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2565,0.115508,0,0.077908,0
400000,Stenella_rayi,Tursiops_brochii,30.7313,0.522043,0,0.752169,0
400000,Delphinus_delphis,Orcinus_orca,20.8585,0.242308,0,0.0617688,0
500000,Delphinus_delphis,Balaenoptera_borealis,0,0.167218,0,0.166911,0
500000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.0909,0.0915047,0,0.0700221,0
500000,Stenella_rayi,Tursiops_brochii,29.9444,0.224801,0,0.255878,0
500000,Delphinus_delphis,Leucopleurus_acutus,21.9326,0.152663,0,0.0194913,0
600000,Delphinus_delphis,Balaenoptera_borealis,0,0.177938,0,0.156779,0
600000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1208,0.091857,0,0.0813076,0
600000,Stenella_rayi,Tursiops_brochii,31.9193,0.226523,0,0.516866,0
600000,Delphinus_delphis,Leucopleurus_acutus,21.5319,0.171059,0,0.0335748,0
700000,Delphinus_delphis,Balaenoptera_borealis,0,0.165022,0,0.15412,0
700000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1073,0.0835477,0,0.0654655,0
700000,Stenella_rayi,Tursiops_brochii,31.9008,0.835755,0,0.936686,0
700000,Delphinus_delphis,Leucopleurus_acutus,21.2602,0.14896,0,0.0223327,0
800000,Delphinus_delphis,Balaenoptera_borealis,0,0.174025,0,0.159779,0
800000,Mesoplodon_grayi,Chavinziphius_maxillocristatus,10.5645,0.100632,0,0.0389126,0
800000,Delphinus_delphis,Orcinus_orca,19.2056,0.146215,0,0.069484,0
900000,Delphinus_delphis,Balaenoptera_borealis,0,0.174078,0,0.16097,0
900000,Mesoplodon_grayi,Chavinziphius_maxillocristatus,10.6904,0.113122,0,0.046549,0
900000,Stenella_rayi,Tursiops_brochii,30.195,0.657152,0,1.08317,0
900000,Delphinus_delphis,Leucopleurus_acutus,21.6516,0.186352,0,0.032966,0
1000000,Delphinus_delphis,Balaenoptera_borealis,0,0.179254,0,0.152718,0
1000000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1516,0.103825,0,0.0664192,0
1100000,Delphinus_delphis,Balaenoptera_borealis,0,0.179871,0,0.162797,0
1100000,Mesoplodon_grayi,Choneziphius_chonops,10.2906,0.114811,0,0.0695922,0
1100000,Stenella_rayi,Tursiops_brochii,30.9555,0.413943,0,0.664321,0
1100000,Delphinus_delphis,Leucopleurus_acutus,21.666,0.142452,0,0.0292023,0
1200000,Delphinus_delphis,Balaenoptera_borealis,0,0.158224,0,0.153945,0
1200000,Mesoplodon_grayi,Indopacetus_pacificus,22.0967,0.152755,0,0.0160021,0
1200000,Stenella_rayi,Tursiops_brochii,31.3416,1.06484,0,1.02363,0
1200000,Delphinus_delphis,Orcinus_orca,20.2082,0.160739,0,0.0544372,0
1300000,Delphinus_delphis,Balaenoptera_borealis,0,0.193192,0,0.164832,0
1300000,Balaenoptera_borealis,Cetotheriophanes_capellinii,22.2472,0.105818,0,0.0689894,0
1300000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2128,0.106058,0,0.062271,0
1300000,Stenella_rayi,Tursiops_brochii,30.8554,0.486949,0,0.553376,0
1300000,Delphinus_delphis,Leucopleurus_acutus,21.1517,0.165391,0,0.0171181,0
1400000,Delphinus_delphis,Balaenoptera_borealis,0,0.158606,0,0.148484,0
1400000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1288,0.128754,0,0.0806056,0
1500000,Delphinus_delphis,Balaenoptera_borealis,0,0.190507,0,0.163223,0
1500000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1589,0.125344,0,0.0824889,0
1500000,Phocoena_dioptrica,Neophocaena_asiaeorientalis,29.6332,0.194697,0,0.0594313,0
1500000,Stenella_rayi,Tursiops_brochii,30.5588,0.711292,0,0.876434,0
1500000,Delphinus_delphis,Leucopleurus_acutus,21.4636,0.178572,0,0.0439881,0
1600000,Delphinus_delphis,Balaenoptera_borealis,0,0.184455,0,0.178925,0
1600000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.122,0.113554,0,0.0570843,0
1600000,Stenella_rayi,Tursiops_brochii,31.8147,0.849836,0,1.03057,0
1600000,Delphinus_delphis,Leucopleurus_acutus,21.3769,0.150522,0,0.0200055,0
1700000,Delphinus_delphis,Balaenoptera_borealis,0,0.154103,0,0.143517,0
1700000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.0916,0.0869943,0,0.0543084,0
1700000,Stenella_rayi,Tursiops_brochii,30.3996,0.485072,0,0.514786,0
1700000,Globicephala_macrorhynchus,Pseudorca_crassidens,33.328,0.406245,0,0.474079,0
1700000,Delphinus_delphis,Leucopleurus_acutus,21.7275,0.162468,0,0.0074744,0
1800000,Delphinus_delphis,Balaenoptera_borealis,0,0.168558,0,0.159314,0
1800000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1728,0.141617,0,0.0657124,0
1800000,Stenella_rayi,Tursiops_brochii,31.9328,0.636329,0,0.751668,0
1800000,Delphinus_delphis,Leucopleurus_acutus,21.6581,0.21128,0,0.0319455,0
1900000,Delphinus_delphis,Balaenoptera_borealis,0,0.17615,0,0.155367,0
1900000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2484,0.0886735,0,0.0531476,0
2000000,Delphinus_delphis,Balaenoptera_borealis,0,0.18356,0,0.168889,0
2000000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1559,0.105468,0,0.0710156,0
2000000,Tursiops_aduncus,Stenella_clymene,30.6615,0.249394,0,0.0262191,0
2100000,Delphinus_delphis,Balaenoptera_borealis,0,0.167635,0,0.176623,0
2100000,Stenella_rayi,Tursiops_brochii,31.3892,0.733954,0,0.871385,0
2100000,Delphinus_delphis,Mesoplodon_grayi,9.70409,0.13343,0,0.0994667,0
2200000,Delphinus_delphis,Balaenoptera_borealis,0,0.175293,0,0.160722,0
2200000,Stenella_rayi,Steno_bredanensis,27.5793,0.456728,0,0.396464,0
2200000,Delphinus_delphis,Lagenorhynchus_albirostris,22.2266,0.176387,0,0.0182891,0
2300000,Delphinus_delphis,Balaenoptera_borealis,0,0.178435,0,0.161296,0
2300000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2409,0.0956577,0,0.0753998,0
2300000,Stenella_rayi,Tursiops_brochii,31.8223,0.727441,0,0.467923,0
2300000,Delphinus_delphis,Leucopleurus_acutus,22.2181,0.170124,0,0.0346579,0
2400000,Delphinus_delphis,Balaenoptera_borealis,0,0.174804,0,0.157464,0
2400000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.0903,0.0845218,0,0.0653465,0
2400000,Globicephala_macrorhynchus,Grampus_griseus,34.1332,0.447979,0,0.171038,0
2500000,Delphinus_delphis,Balaenoptera_borealis,0,0.163611,0,0.160645,0
2500000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1785,0.106694,0,0.0777599,0
2500000,Stenella_rayi,Tursiops_brochii,31.6698,0.701861,0,0.910119,0
2600000,Delphinus_delphis,Balaenoptera_borealis,0,0.175668,0,0.160558,0
2600000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1204,0.126113,0,0.0900243,0
2600000,Globicephala_macrorhynchus,Stenella_rayi,23.9394,0.407678,0,0.281318,0
2600000,Delphinus_delphis,Leucopleurus_acutus,21.676,0.152357,0,0.0101186,0
2700000,Delphinus_delphis,Balaenoptera_borealis,0,0.182224,0,0.161745,0
2700000,Cetotherium_parvum,Kurdalagonus_maicopicum,22.1228,0.744113,0,0.606064,0
2700000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1448,0.107958,0,0.0702365,0
2700000,Delphinus_delphis,Eodelphinus_kabatensis,19.179,0.173591,0,0.059757,0
2800000,Delphinus_delphis,Balaenoptera_borealis,0,0.169646,0,0.159211,0
2800000,Otradnocetus_sp_VSEGEI_2401,Uranocetus_gramensis,15.5644,0.301872,0,0.361937,0
2800000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1011,0.0976595,0,0.0766142,0
2900000,Delphinus_delphis,Balaenoptera_borealis,0,0.185486,0,0.155833,0
2900000,Mesoplodon_grayi,Choneziphius_chonops,10.276,0.0883645,0,0.0610472,0
2900000,Delphinus_delphis,Leucopleurus_acutus,21.5733,0.194104,0,0.123695,0
3000000,Delphinus_delphis,Balaenoptera_borealis,0,0.17832,0,0.171873,0
3000000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2069,0.103105,0,0.0677334,0
3000000,Stenella_rayi,Tursiops_brochii,31.896,0.7814,0,0.478224,0
3000000,Globicephala_macrorhynchus,Orcaella_brevirostris,32.7293,0.410752,0,0.219728,0
3000000,Delphinus_delphis,Leucopleurus_acutus,21.7024,0.131795,0,0.00850888,0
3100000,Delphinus_delphis,Balaenoptera_borealis,0,0.149356,0,0.154777,0
3100000,Mesoplodon_grayi,Choneziphius_chonops,10.314,0.100641,0,0.0830703,0
3100000,Delphinus_delphis,Orcinus_orca,20.5184,0.167526,0,0.0830458,0
3200000,Delphinus_delphis,Balaenoptera_borealis,0,0.184073,0,0.15989,0
3200000,Mesoplodon_grayi,Choneziphius_chonops,10.3024,0.100973,0,0.0660572,0
3200000,Phocoena_dioptrica,Neophocaena_asiaeorientalis,27.6344,0.18597,0,0.0130185,0
3300000,Delphinus_delphis,Balaenoptera_borealis,0,0.180327,0,0.178808,0
3300000,Balaenoptera_borealis,Cetotheriophanes_capellinii,22.6866,0.131645,0,0.0581206,0
3300000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1279,0.0954798,0,0.0858952,0
3300000,Stenella_rayi,Tursiops_brochii,32.0324,0.62861,0,0.640665,0
3300000,Delphinus_delphis,Albireo_savagei,17.5158,0.184806,0,0.122996,0
3400000,Delphinus_delphis,Balaenoptera_borealis,0,0.167284,0,0.153712,0
3400000,Mesoplodon_grayi,Choneziphius_chonops,10.2677,0.111684,0,0.0720695,0
3400000,Stenella_rayi,Tursiops_brochii,30.9799,0.173423,0,0.430252,0
3500000,Delphinus_delphis,Balaenoptera_borealis,0,0.167772,0,0.150693,0
3500000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.084,0.0938992,0,0.0750447,0
3500000,Stenella_rayi,Tursiops_brochii,30.9571,0.580203,0,0.396364,0
3500000,Delphinus_delphis,Leucopleurus_acutus,21.5085,0.151776,0,0.0181384,0
3600000,Delphinus_delphis,Balaenoptera_borealis,0,0.188635,0,0.174564,0
3600000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2539,0.10389,0,0.0644526,0
3600000,Stenella_rayi,Steno_bredanensis,29.4994,0.260259,0,0.165792,0
3600000,Delphinus_delphis,Orcinus_orca,20.7499,0.192781,0,0.0354941,0
3700000,Delphinus_delphis,Balaenoptera_borealis,0,0.17995,0,0.161528,0
3700000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.125,0.104298,0,0.0699499,0
3700000,Stenella_rayi,Tursiops_brochii,31.701,0.77445,0,0.807782,0
3700000,Delphinus_delphis,Leucopleurus_acutus,21.7307,0.156074,0,0.0194747,0
3800000,Delphinus_delphis,Balaenoptera_borealis,0,0.172096,0,0.161146,0
3800000,Delphinus_delphis,Mesoplodon_grayi,9.85134,0.158849,0,0.0988348,0
3900000,Delphinus_delphis,Balaenoptera_borealis,0,0.184775,0,0.174102,0
3900000,Mesoplodon_grayi,Choneziphius_chonops,10.3039,0.101896,0,0.0782451,0
3900000,Stenella_rayi,Tursiops_brochii,31.4726,0.366813,0,0.310024,0
3900000,Delphinus_delphis,Leucopleurus_acutus,21.3691,0.178744,0,0.0195488,0
4000000,Delphinus_delphis,Balaenoptera_borealis,0,0.181318,0,0.196175,0
4000000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2143,0.101833,0,0.063805,0
4000000,Globicephala_macrorhynchus,Stenella_rayi,25.4064,0.213208,0,0.233097,0
4000000,Delphinus_delphis,Leucopleurus_acutus,21.6107,0.167644,0,0.0218185,0
4100000,Delphinus_delphis,Balaenoptera_borealis,0,0.18208,0,0.162713,0
4100000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1041,0.126866,0,0.0769624,0
4100000,Stenella_rayi,Tursiops_brochii,30.4466,0.451342,0,0.328879,0
4100000,Delphinus_delphis,Leucopleurus_acutus,21.9859,0.160988,0,0.02573,0
4200000,Delphinus_delphis,Balaenoptera_borealis,0,0.180366,0,0.179221,0
4200000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2263,0.115118,0,0.0831812,0
4200000,Stenella_rayi,Tursiops_brochii,31.6197,0.897798,0,0.585664,0
4200000,Delphinus_delphis,Leucopleurus_acutus,21.2684,0.174338,0,0.0159066,0
4300000,Delphinus_delphis,Balaenoptera_borealis,0,0.17905,0,0.156133,0
4300000,Mesoplodon_grayi,Berardius_minimus,15.0548,0.137053,0,0.055273,0
4400000,Delphinus_delphis,Balaenoptera_borealis,0,0.170578,0,0.153308,0
4400000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1001,0.115316,0,0.0690409,0
4500000,Delphinus_delphis,Balaenoptera_borealis,0,0.183039,0,0.165951,0
4500000,Mesoplodon_grayi,Choneziphius_chonops,10.2777,0.129676,0,0.0670931,0
4600000,Delphinus_delphis,Balaenoptera_borealis,0,0.186071,0,0.179693,0
4600000,Delphinus_delphis,Mesoplodon_grayi,9.70868,0.128719,0,0.0937514,0
4700000,Delphinus_delphis,Balaenoptera_borealis,0,0.155399,0,0.157274,0
4700000,Mesoplodon_grayi,Chavinziphius_maxillocristatus,13.9922,0.0983088,0,0.0702457,0
4700000,Globicephala_macrorhynchus,Stenella_rayi,26.0788,0.391544,0,0.226734,0
4700000,Delphinus_delphis,Leucopleurus_acutus,22.2189,0.154287,0,0.032018,0
4800000,Delphinus_delphis,Balaenoptera_borealis,0,0.186039,0,0.169283,0
4800000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1112,0.0950821,0,0.0810437,0
4900000,Delphinus_delphis,Balaenoptera_borealis,0,0.174903,0,0.168323,0
4900000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2507,0.0787288,0,0.0721869,0
4900000,Stenella_rayi,Tursiops_brochii,31.217,0.459257,0,0.55655,0
4900000,Delphinus_delphis,Leucopleurus_acutus,21.9099,0.156151,0,0.0376975,0
5000000,Delphinus_delphis,Balaenoptera_borealis,0,0.185309,0,0.174118,0
5000000,Mesoplodon_grayi,Choneziphius_chonops,10.2693,0.129279,0,0.0769555,0
5000000,Phocoena_dioptrica,Neophocaena_asiaeorientalis,29.3352,0.183114,0,0.129838,0
5100000,Delphinus_delphis,Balaenoptera_borealis,0,0.18858,0,0.167571,0
5100000,Tohoraata_raekohao,Tlaxcallicetus_guaycurae,6.4048,0.33107,0,0.224371,0
5100000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1035,0.0946288,0,0.0711049,0
5100000,Delphinus_delphis,Sotalia_fluviatilis,22.6218,0.118925,0,0.0289028,0
5200000,Delphinus_delphis,Balaenoptera_borealis,0,0.17537,0,0.169122,0
5200000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1215,0.0862744,0,0.0780279,0
5200000,Stenella_rayi,Tursiops_brochii,31.4228,0.327071,0,0.535411,0
5200000,Delphinus_delphis,Leucopleurus_acutus,21.5968,0.192852,0,0.016127,0
5300000,Delphinus_delphis,Balaenoptera_borealis,0,0.169218,0,0.163677,0
5300000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.1512,0.103923,0,0.0596936,0
5300000,Stenella_rayi,Tursiops_brochii,31.422,0.442424,0,0.438796,0
5300000,Delphinus_delphis,Leucopleurus_acutus,21.7662,0.166601,0,0.0578208,0
5400000,Delphinus_delphis,Balaenoptera_borealis,0,0.190422,0,0.184625,0
5400000,Balaenoptera_borealis,Balaenoptera_musculus,24.0371,0.0973555,0,0.000381368,0
5400000,Otekaikea_marplesi,Papahu_taitapu,6.62126,0.352584,0,0.33734,0
5400000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2606,0.10969,0,0.0733396,0
5400000,Delphinus_delphis,Orcinus_orca,20.8322,0.191469,0,0.0524206,0
5500000,Delphinus_delphis,Balaenoptera_borealis,0,0.187375,0,0.166713,0
5500000,Mesoplodon_grayi,Ninoziphius_platyrostris,10.2573,0.114993,0,0.0760348,0
5500000,Globicephala_macrorhynchus,Stenella_rayi,26.3841,0.264704,0,0.302998,0
5500000,Delphinus_delphis,Leucopleurus_acutus,22.0941,0.149571,0,0.00458039,0
5600000,Delphinus_delphis,Balaenoptera_borealis,0,0.161824,0,0.155334,0
5600000,Stenella_rayi,Tursiops_brochii,32.0209,1.57886,0,0.998387,0
5600000,Delphinus_delphis,Leucopleurus_acutus,21.6985,0.135586,0,0.00841556,0
5700000,Delphinus_delphis,Balaenoptera_borealis,0,0.165072,0,0.169491,0
