"Junior" "Senior" "Rule"
"Basiloterus_hussaini" "Zygorhiza_kochii" "Rule 2B"
"Belemnoziphius_compressus" "Belemnoziphius_prorops" "Rule 1B"
"Belonodelphis_peruanus" "Incacetus_broggii" "Rule 1B"
"Ceterhinops_longifrons" "Iniopsis_caucasica" "Rule 1B"
"Ceterhinops_longifrons" "Vanbreenia_trigonia" "Rule 1B"
"Ceterhinops_longifrons" "Mycteriacetus_bellunensis" "Rule 2B"
"Cetorhynchus_atavus" "Cetorhynchus_christoli" "Rule 1B"
"Cetotheriophanes_capellinii" "Praemegaptera_pampauensis" "Rule 1B"
"Cetotheriophanes_capellinii" "Eobalaenoptera_harrisoni" "Rule 2B"
"Cetotheriophanes_capellinii" "Nehalaennia_devossi" "Rule 2B"
"Cetotheriophanes_capellinii" "Miobalaenoptera_numataensis" "Rule 2B"
"Cetotheriophanes_capellinii" "Fragilicetus_velponi" "Rule 2B"
"Cetotheriophanes_capellinii" "Incakujira_anillodefuego" "Rule 2B"
"Cetotheriophanes_capellinii" "Protororqualus_cuvieri" "Rule 2B"
"Cetotheriophanes_capellinii" "Diunatans_luctoretemergo" "Rule 2B"
"Cetotheriophanes_capellinii" "Plesiobalaenoptera_quarantellii" "Rule 2B"
"Cetotheriopsis_lintianus" "Piscocetus_sacaco" "Rule 1B"
"Cetotheriopsis_lintianus" "Halicetus_ignotus" "Rule 2B"
"Cetotheriopsis_lintianus" "Sitsqwayk_cornishorum" "Rule 2B"
"Cetotheriopsis_lintianus" "Whakakai_waipata" "Rule 2B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_dyticus" "Rule 1B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_giganteus" "Rule 1B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_intermedius" "Rule 1B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_minor" "Rule 1B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_occidentalis" "Rule 1B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_rostratus" "Rule 1B"
"CetotheriumPlesiocetopsis_gervaisii" "Plesiocetus_tertius" "Rule 1B"
"Cetotherium_capellinii" "Cetotherium_crassangulum" "Rule 1B"
"Cetotherium_capellinii" "Cetotherium_furlongi" "Rule 1B"
"Cetotherium_capellinii" "Cetotherium_parvum" "Rule 1B"
"Cetotherium_capellinii" "Cetotherium_polyporum" "Rule 1B"
"Cetotherium_capellinii" "Cetotherium_megalophysum" "Rule 2B"
"Cetotherium_capellinii" "Cetotherium_riabinini" "Rule 2B"
"Cetotherium_capellinii" "Cetotherium_rathkii" "Rule 2B"
"Cetotherium_crassangulum" "Cetotherium_furlongi" "Rule 1B"
"Cetotherium_crassangulum" "Cetotherium_parvum" "Rule 1B"
"Cetotherium_crassangulum" "Cetotherium_polyporum" "Rule 1B"
"Cetotherium_crassangulum" "Cetotherium_megalophysum" "Rule 2B"
"Cetotherium_crassangulum" "Cetotherium_riabinini" "Rule 2B"
"Cetotherium_crassangulum" "Cetotherium_rathkii" "Rule 2B"
"Cetotherium_furlongi" "Cetotherium_parvum" "Rule 1B"
"Cetotherium_furlongi" "Cetotherium_polyporum" "Rule 1B"
"Cetotherium_furlongi" "Cetotherium_megalophysum" "Rule 2B"
"Cetotherium_furlongi" "Cetotherium_riabinini" "Rule 2B"
"Cetotherium_furlongi" "Cetotherium_rathkii" "Rule 2B"
"Cetotherium_parvum" "Cetotherium_polyporum" "Rule 1B"
"Cetotherium_parvum" "Cetotherium_megalophysum" "Rule 2B"
"Cetotherium_parvum" "Cetotherium_riabinini" "Rule 2B"
"Cetotherium_parvum" "Cetotherium_rathkii" "Rule 2B"
"Cetotherium_polyporum" "Cetotherium_megalophysum" "Rule 2B"
"Cetotherium_polyporum" "Cetotherium_riabinini" "Rule 2B"
"Cetotherium_polyporum" "Cetotherium_rathkii" "Rule 2B"
"Choneziphius_chonops" "Choneziphius_liops" "Rule 1B"
"Choneziphius_chonops" "Choneziphius_trachops" "Rule 1B"
"Choneziphius_chonops" "Choneziphius_macrops" "Rule 2B"
"Choneziphius_chonops" "Choneziphius_leidyi" "Rule 2B"
"Choneziphius_chonops" "Choneziphius_planirostris" "Rule 2B"
"Choneziphius_liops" "Choneziphius_trachops" "Rule 1B"
"Choneziphius_liops" "Choneziphius_macrops" "Rule 2B"
"Choneziphius_liops" "Choneziphius_leidyi" "Rule 2B"
"Choneziphius_liops" "Choneziphius_planirostris" "Rule 2B"
"Choneziphius_trachops" "Choneziphius_macrops" "Rule 2B"
"Choneziphius_trachops" "Choneziphius_leidyi" "Rule 2B"
"Choneziphius_trachops" "Choneziphius_planirostris" "Rule 2B"
"Chrysocetus_fouadassii" "Chrysocetus_healyorum" "Rule 2B"
"Crenatocetus_rayi" "Dhedacetus_hyaeni" "Rule 1B"
"Crenatocetus_rayi" "Indocetus_ramani" "Rule 1B"
"Crenatocetus_rayi" "Kharodacetus_sahnii" "Rule 1B"
"Crenatocetus_rayi" "Makaracetus_bidens" "Rule 1B"
"Crenatocetus_rayi" "Pappocetus_lugardi" "Rule 1B"
"Crenatocetus_rayi" "Takracetus_simus" "Rule 1B"
"Crenatocetus_rayi" "Togocetus_traversei" "Rule 1B"
"Crenatocetus_rayi" "Natchitochia_jonesi" "Rule 2B"
