generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,1,-2.405,-6923.68,1,0.43,1
10000,4,-2.88117,-3999.38,1.9094,0.587388,0.257374
20000,1,-0.340326,-4008.62,0.654513,0.592877,0.2661
30000,1,-0.827807,-4008.46,1.19496,0.596768,0.2625
40000,1,-0.205644,-4010.7,0.555528,0.564729,0.261667
50000,1,-0.702354,-4009.63,1.01274,0.602054,0.2609
60000,1,-0.919167,-4008.69,1.2794,0.583968,0.2605
70000,1,-0.770127,-4011.42,1.15821,0.581378,0.2665
80000,1,-0.768381,-4010.07,1.11822,0.599507,0.2537
90000,1,-0.773447,-4009.25,1.11443,0.606345,0.2563
100000,0,-0.262166,-4025.91,0.262166,0.557133,0.22484
110000,2,-1.34664,-4001,1.93335,0.586297,0.24975
120000,2,-1.77056,-4005.11,1.91993,0.587302,0.2614
130000,2,-0.763299,-4008.92,0.529366,0.579629,0.2264
140000,3,-0.861301,-4004.52,1.07882,0.586306,0.26025
150000,2,-0.588605,-4002.49,1.21069,0.585728,0.2664
160000,1,-0.143087,-4008.83,0.495799,0.568522,0.256733
170000,1,0.117693,-4008.64,0.245817,0.581616,0.2637
180000,1,-0.00321693,-4009.84,0.327791,0.578656,0.261967
190000,2,-0.284581,-4004.32,0.953416,0.614833,0.25915
200000,1,0.0309499,-4009.44,0.314718,0.57838,0.257
210000,1,-0.648116,-4008.8,1.02064,0.575331,0.2441
220000,1,0.12242,-4009.91,0.172977,0.612208,0.2594
230000,3,-2.63115,-4002.03,2.28576,0.585052,0.2643
240000,1,-0.632152,-4008.92,1.02306,0.587579,0.25865
250000,1,-1.41015,-4009.45,1.72032,0.581011,0.26785
260000,2,-1.29008,-4005.97,1.10374,0.584034,0.2619
270000,3,-3.5631,-4005.44,3.25825,0.618282,0.2671
280000,2,-0.431911,-4004.09,0.943415,0.583639,0.2596
290000,4,-1.83248,-4000.16,2.04025,0.584316,0.25915
300000,1,-0.964806,-4009.17,1.34839,0.559465,0.26255
310000,3,-0.749585,-4003.03,1.52381,0.581872,0.2444
320000,2,-1.40988,-4001.11,1.98944,0.585196,0.253167
330000,1,-1.28679,-4011.12,1.62521,0.568456,0.2718
