generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
12000000,2,-1.3702,-5501.87,1.19225,0.374097,0.2596
12100000,3,-0.356264,-5484.48,1.01196,0.360858,0.2511
12200000,1,0.150079,-5499.07,0.310493,0.372995,0.2458
12300000,1,-0.025898,-5504.15,0.423704,0.369676,0.2122
12400000,1,-0.654327,-5501.72,1.00145,0.363662,0.228
12500000,1,-1.53778,-5508.52,2.06143,0.361717,0.2237
12600000,3,-1.17335,-5483.72,1.1719,0.367619,0.2534
12700000,3,-1.7173,-5488.33,1.09694,0.364667,0.2553
12800000,1,0.0154472,-5499.15,0.433235,0.373674,0.2073
12900000,3,-1.00065,-5481.19,1.22803,0.372276,0.2515
13000000,2,-0.635881,-5492.88,1.5131,0.369813,0.2229
13100000,2,-1.93523,-5492.68,2.70819,0.384288,0.2528
13200000,0,-0.437523,-5513.92,0.437523,0.365499,0.2156
13300000,4,-1.99091,-5487.19,3.09497,0.36493,0.2572
13400000,3,-0.0477165,-5486.46,0.413367,0.379398,0.2395
13500000,1,0.0466122,-5503.35,0.383719,0.347045,0.2156
13600000,3,-2.30743,-5492.56,1.60865,0.370132,0.2916
13700000,3,-4.78396,-5488.58,2.70927,0.341774,0.2513
13800000,0,-0.113994,-5513.12,0.113994,0.358944,0.2342
13900000,1,0.139877,-5499.48,0.288158,0.378392,0.2126
14000000,0,-0.30187,-5516.67,0.30187,0.34541,0.2211
14100000,3,-0.97912,-5482.86,1.66583,0.367697,0.2542
14200000,3,-1.56726,-5482.15,1.92434,0.387861,0.2539
14300000,3,-1.81027,-5482.27,1.55734,0.375434,0.2513
14400000,1,-1.18955,-5501.52,1.55538,0.3686,0.2193
14500000,2,-0.0656521,-5496.77,0.100731,0.369823,0.2231
14600000,4,-2.43361,-5482.8,2.77094,0.36138,0.2503
14700000,1,-0.408368,-5501.43,0.771339,0.374761,0.2288
14800000,4,-3.26269,-5483.3,1.89488,0.365673,0.2583
14900000,1,-1.05341,-5513.17,0.951335,0.349353,0.2194
15000000,4,-3.78769,-5476.41,2.07711,0.363905,0.2791
15100000,3,0.00998723,-5486.92,0.344835,0.379065,0.2366
15200000,3,-1.1337,-5488.07,0.955413,0.387779,0.267
15300000,1,-0.131122,-5499.39,0.598984,0.376109,0.2414
15400000,3,-2.10665,-5490.67,1.56831,0.36706,0.2438
15500000,1,-0.0570159,-5501.06,0.482204,0.360921,0.2469
15600000,4,-1.75724,-5479.94,1.30867,0.396453,0.2661
15700000,3,-0.805626,-5486.53,1.79548,0.35434,0.2628
15800000,3,-1.19436,-5484.6,2.12598,0.370158,0.2446
15900000,3,-4.32636,-5481.62,4.0769,0.377284,0.2507
16000000,3,-1.13155,-5485.39,1.2174,0.36405,0.2562
16100000,1,0.149452,-5500.04,0.327382,0.366862,0.2177
16200000,0,-0.349982,-5514.28,0.349982,0.358292,0.235
16300000,0,-0.647526,-5514.95,0.647526,0.381411,0.226
16400000,2,-1.52168,-5508.22,1.47243,0.36276,0.2224
16500000,3,-1.62965,-5486.42,2.42318,0.380788,0.2493
16600000,3,-1.91311,-5484.46,1.00176,0.35583,0.2561
16700000,1,-2.73137,-5502.64,3.12169,0.368727,0.2084
16800000,1,-0.596116,-5501.2,1.02972,0.367965,0.2132
16900000,1,-0.75411,-5503.06,1.23009,0.361478,0.2318
17000000,3,-4.63015,-5491.92,3.27989,0.360443,0.2348
17100000,2,-0.129082,-5499.78,0.602201,0.368231,0.2299
17200000,2,-1.75326,-5497.86,2.05467,0.37635,0.2142
17300000,3,-1.80425,-5484.75,2.62274,0.363509,0.2457
17400000,2,0.185598,-5494.39,0.671048,0.363832,0.2424
17500000,0,-0.653474,-5514.19,0.653474,0.368027,0.2426
17600000,2,-0.844651,-5500.51,0.690818,0.368714,0.2028
17700000,1,-0.595939,-5500.24,1.03594,0.362282,0.2269
17800000,1,-0.304496,-5503.59,0.621223,0.357695,0.215
17900000,3,-4.24082,-5485.72,3.43105,0.385511,0.254
18000000,0,-0.332561,-5512.88,0.332561,0.374697,0.2339
18100000,3,-3.02139,-5491.94,2.70139,0.372602,0.2685
18200000,3,-1.13387,-5486.03,1.70638,0.365916,0.2498
18300000,1,-0.981359,-5498.54,1.40584,0.3672,0.2452
18400000,6,-3.6086,-5488.49,3.35821,0.362194,0.251
18500000,2,-0.849238,-5496.59,1.44604,0.365434,0.222
18600000,4,-1.95965,-5477.13,2.52243,0.372387,0.2585
18700000,3,-3.27124,-5488.37,2.43417,0.386641,0.2556
18800000,4,-4.32635,-5484.94,4.23742,0.377065,0.2547
18900000,6,-5.4647,-5479.76,4.80272,0.368472,0.2565
19000000,5,-3.88898,-5483.29,3.59003,0.372318,0.2548
19100000,2,-5.17587,-5499.55,2.62226,0.371399,0.2664
19200000,3,-2.62042,-5491.03,2.58352,0.383527,0.2475
19300000,4,-3.71427,-5479.78,3.45911,0.375881,0.245
19400000,2,-0.711593,-5499.75,1.40996,0.369993,0.2623
19500000,4,-2.65371,-5478.52,3.40369,0.38086,0.2423
19600000,1,-0.257932,-5502.4,0.620135,0.37543,0.2175
19700000,4,-2.83678,-5485.17,2.96461,0.375808,0.2353
19800000,3,-0.495426,-5482.87,1.12894,0.374991,0.2442
19900000,3,0.116783,-5490.91,0.746493,0.362382,0.2363
20000000,1,0.228959,-5500.79,0.243586,0.378868,0.2145
20100000,4,-0.214243,-5483.07,1.64145,0.376443,0.2355
20200000,4,-5.69371,-5486.11,4.26826,0.372207,0.2662
20300000,1,0.28839,-5498.47,0.148359,0.376164,0.2124
20400000,3,-2.42319,-5487.68,2.73895,0.369922,0.2755
20500000,4,-1.49696,-5484.91,2.12951,0.379921,0.2472
20600000,3,-3.39615,-5482.99,2.29946,0.377225,0.2585
20700000,1,-0.713621,-5501.48,1.17838,0.356593,0.2316
20800000,4,-3.52237,-5482.03,4.0123,0.379827,0.2504
20900000,3,-1.91957,-5488.48,2.39901,0.361402,0.2335
21000000,1,-2.13973,-5499.05,2.5806,0.366249,0.2197
21100000,3,-2.18745,-5486.1,2.90841,0.374701,0.2478
21200000,1,0.367768,-5499.46,0.105675,0.364565,0.2128
21300000,3,-3.67471,-5484.55,2.13091,0.367545,0.2519
21400000,2,-0.235496,-5492.29,0.913021,0.36721,0.2433
21500000,3,-0.850207,-5485.54,1.17165,0.378766,0.2508
21600000,3,-2.36663,-5497.59,1.28346,0.365248,0.2702
21700000,2,-1.61486,-5492.88,2.38218,0.364756,0.2855
21800000,3,-4.47099,-5491.01,2.70077,0.367698,0.2053
21900000,2,-0.96153,-5501.18,0.621421,0.388365,0.2063
22000000,1,0.308936,-5500.67,0.0975439,0.356915,0.2269
22100000,1,-0.632763,-5503.18,1.05704,0.393698,0.2159
22200000,1,-0.674649,-5499.86,1.14188,0.371492,0.2102
22300000,3,-1.84408,-5485.13,0.796134,0.362018,0.2479
22400000,3,-2.36367,-5486.73,1.64492,0.369192,0.2399
22500000,1,-0.215527,-5499.03,0.669824,0.362163,0.2146
22600000,3,-1.80612,-5492.18,1.06629,0.357905,0.253
22700000,1,-0.770129,-5501.69,1.18633,0.363875,0.2177
22800000,1,-0.396141,-5499.43,0.887122,0.37875,0.213
22900000,4,-1.66992,-5479.44,1.60585,0.373125,0.2484
23000000,4,-2.58701,-5484.07,2.85816,0.383298,0.2475
23100000,2,-2.67234,-5501.58,2.23373,0.373202,0.2251
23200000,3,-1.57381,-5502.79,2.28865,0.359128,0.2283
23300000,1,-0.043026,-5500.21,0.525218,0.353875,0.2227
23400000,1,0.0181449,-5499.9,0.486042,0.370164,0.2224
23500000,1,-0.360154,-5499.5,0.804984,0.36586,0.2086
23600000,2,-0.696339,-5494.95,1.46463,0.36205,0.1966
23700000,1,-1.13772,-5510.75,0.621354,0.363522,0.2513
23800000,3,-2.52594,-5499.06,1.97189,0.364018,0.2265
23900000,3,-0.374634,-5486.63,1.57976,0.382726,0.2524
24000000,3,-1.8223,-5490.64,2.25337,0.387203,0.2645
24100000,4,-2.95743,-5485.34,1.73351,0.382526,0.2483
24200000,4,-3.51113,-5495.07,2.77674,0.357453,0.2733
24300000,0,-0.0564931,-5514.48,0.0564931,0.35505,0.2313
24400000,1,0.243749,-5502.62,0.198683,0.362112,0.2111
24500000,3,-0.715117,-5483.25,1.18462,0.357409,0.2525
24600000,4,-2.94773,-5479.82,2.37621,0.358505,0.25
24700000,1,-0.896501,-5499.99,1.39524,0.357361,0.2217
24800000,1,-0.73092,-5502.2,1.06606,0.367244,0.2202
24900000,0,-0.464294,-5512.92,0.464294,0.362914,0.2202
25000000,3,-5.29953,-5484.3,3.30171,0.37843,0.246
25100000,3,-1.44357,-5488.22,1.5574,0.378407,0.2645
25200000,3,-2.02362,-5480.47,1.51169,0.376545,0.2531
25300000,3,-3.2625,-5482.47,1.6419,0.362298,0.246
25400000,3,-1.72337,-5485.63,2.03938,0.366239,0.2515
25500000,4,-2.28221,-5479.4,2.17315,0.364819,0.2417
25600000,3,-0.638822,-5486.99,1.48077,0.364408,0.2523
25700000,4,-3.17032,-5483.3,2.28575,0.359705,0.2585
25800000,1,0.0108844,-5499,0.47218,0.371165,0.2282
25900000,4,-2.70402,-5490.36,3.57918,0.360069,0.2233
26000000,3,-1.75243,-5487.32,0.997736,0.360957,0.2569
26100000,4,-2.43181,-5485.55,1.52683,0.386038,0.2528
26200000,1,0.03428,-5498.74,0.396341,0.366704,0.2147
26300000,4,-2.7069,-5478.8,1.35792,0.364538,0.2671
26400000,2,-2.09337,-5499.67,1.70274,0.36444,0.2478
26500000,4,-2.17114,-5480.55,1.86039,0.36636,0.261
26600000,0,-0.134767,-5513.02,0.134767,0.36952,0.2307
26700000,2,-0.565251,-5496.74,1.51915,0.360694,0.2205
26800000,1,-2.16216,-5500.59,2.66292,0.366326,0.2082
26900000,2,-0.560256,-5494.91,1.35401,0.359566,0.2534
27000000,6,-5.07217,-5475.12,6.15484,0.368602,0.2642
27100000,3,-1.32039,-5485.1,0.340509,0.358976,0.247
27200000,2,-0.471541,-5491.14,1.36675,0.375748,0.2456
27300000,5,-3.38719,-5476.39,2.25684,0.371165,0.2642
27400000,4,-2.69966,-5481.66,2.35005,0.373367,0.2565
27500000,0,-0.292929,-5513.94,0.292929,0.361578,0.2186
27600000,0,-0.495422,-5512.8,0.495422,0.369965,0.2153
27700000,4,-2.88804,-5478.23,2.29225,0.37601,0.2436
27800000,3,-1.37418,-5488.01,1.60874,0.389198,0.253
27900000,3,-3.03341,-5487.4,2.67381,0.348011,0.2455
28000000,4,-2.04655,-5478.13,1.67883,0.381853,0.2551
28100000,4,-1.28337,-5484.92,2.70501,0.358871,0.2623
28200000,1,-0.0722923,-5499.94,0.504381,0.378222,0.2247
28300000,2,-0.457402,-5491.43,1.40386,0.369287,0.2396
28400000,1,0.292301,-5499.06,0.152209,0.376231,0.2121
28500000,5,-3.7351,-5478.24,3.61521,0.371694,0.253
28600000,3,-3.50086,-5481.26,1.80751,0.36355,0.2577
28700000,3,-1.16694,-5487.46,1.99576,0.394321,0.2623
28800000,4,-2.02515,-5479.44,2.87211,0.374836,0.2404
28900000,3,-0.340638,-5486.55,1.83567,0.377775,0.244
29000000,3,-0.805965,-5489.1,0.976934,0.389209,0.2405
29100000,3,-3.65522,-5482.25,3.4389,0.380577,0.232
29200000,3,-1.61617,-5497.85,1.79992,0.350357,0.2762
29300000,3,-1.62144,-5484.71,1.36994,0.36744,0.2446
29400000,2,-1.98491,-5502.51,0.832854,0.381715,0.2734
29500000,3,-0.00409748,-5487.4,0.567134,0.373846,0.2539
29600000,2,-0.159506,-5493.92,1.02925,0.365706,0.2132
29700000,3,-1.02059,-5486.04,1.49623,0.353715,0.2409
29800000,1,-1.12988,-5507.07,1.56109,0.36422,0.2321
29900000,3,-3.02459,-5483.39,3.11579,0.362749,0.2559
30000000,2,-0.469888,-5499.72,1.21557,0.37159,0.2204
30100000,3,-2.45687,-5491.31,3.35231,0.366792,0.2558
30200000,3,-1.23008,-5484.43,1.79242,0.357397,0.2488
30300000,3,-2.95108,-5481.87,2.85003,0.373934,0.2555
30400000,1,-0.520612,-5499.18,0.974532,0.370911,0.2137
30500000,4,-1.85591,-5475.52,2.1162,0.37696,0.2785
30600000,1,-1.02766,-5511.55,0.823662,0.387303,0.2225
30700000,1,-0.483273,-5500.56,0.946485,0.37915,0.2363
30800000,4,-3.25048,-5487.09,3.09701,0.370037,0.2486
30900000,4,-0.115395,-5487.82,1.31449,0.396334,0.2466
31000000,3,-3.14946,-5487.46,3.11101,0.376202,0.2708
31100000,1,-0.877563,-5498.33,1.34152,0.374101,0.2233
31200000,3,-0.182971,-5490.43,0.758951,0.37599,0.2251
31300000,4,-2.53302,-5489.78,2.6058,0.371534,0.2528
31400000,0,-0.351602,-5512.53,0.351602,0.369348,0.216
31500000,3,-1.31166,-5484.96,2.00228,0.359158,0.234
31600000,1,-0.0747915,-5501.03,0.563599,0.378989,0.2446
31700000,3,-2.27038,-5485.58,2.29907,0.355965,0.2605
31800000,3,-1.69245,-5488.45,1.77083,0.3649,0.2521
31900000,2,-1.07985,-5491.15,1.84737,0.359722,0.2541
32000000,3,0.01041,-5493.77,1.18047,0.345299,0.2463
32100000,1,0.210983,-5500,0.277471,0.378734,0.2178
32200000,1,-0.12477,-5499.32,0.562251,0.371133,0.2068
32300000,1,-1.44179,-5499.19,1.89399,0.355853,0.2371
32400000,4,-3.16664,-5477.85,2.80006,0.369697,0.2557
32500000,2,-1.81135,-5504.7,1.46131,0.367745,0.2172
32600000,0,-0.474704,-5513.31,0.474704,0.368582,0.2266
32700000,2,-1.59609,-5501.89,1.66314,0.370903,0.207
32800000,4,-2.90484,-5476.65,3.801,0.356738,0.2693
32900000,2,-0.027472,-5493.93,0.926561,0.360537,0.2447
33000000,1,-1.03698,-5509.24,0.406365,0.372915,0.2349
33100000,3,-4.7116,-5486.36,4.28071,0.340551,0.2531
33200000,4,-2.48589,-5481.33,1.26029,0.368108,0.252
33300000,1,-0.70103,-5499.25,1.13456,0.374816,0.2066
33400000,4,-0.328683,-5476.63,1.06751,0.381183,0.2578
33500000,3,-0.491058,-5484.82,1.06419,0.371059,0.2569
33600000,4,-2.38109,-5487.35,1.56027,0.37567,0.2448
33700000,3,-1.42642,-5482.96,2.09099,0.376327,0.2395
33800000,2,-3.52577,-5498.07,3.66581,0.380007,0.2283
33900000,1,-2.3022,-5504.31,2.74796,0.381644,0.222
34000000,2,-1.44568,-5504.18,2.35985,0.37902,0.2138
34100000,3,-1.99569,-5484.82,1.75653,0.396097,0.2604
34200000,3,-1.18669,-5484.95,1.1981,0.377267,0.2328
34300000,1,-0.0777484,-5501.6,0.53565,0.380438,0.2177
34400000,3,-2.00954,-5485.32,2.13483,0.345004,0.2459
34500000,4,-2.10999,-5483.8,2.15252,0.361818,0.2263
34600000,1,-1.80258,-5501.93,2.23065,0.368236,0.2398
34700000,1,-0.492895,-5502.93,0.823605,0.360081,0.2135
34800000,3,-2.72674,-5484.02,3.03308,0.375287,0.2501
34900000,1,0.194659,-5499.87,0.267689,0.377136,0.2394
35000000,2,-0.954122,-5502.32,1.19927,0.357889,0.2181
35100000,4,-1.43423,-5485.9,2.06097,0.356248,0.254
35200000,1,0.227388,-5501.38,0.20198,0.371899,0.2247
35300000,3,-3.25457,-5481.35,2.73777,0.376072,0.2447
35400000,2,-1.65233,-5496.62,1.26356,0.370469,0.2232
35500000,2,-0.10746,-5495.87,0.185122,0.374511,0.2167
35600000,2,-0.75346,-5500.45,0.487239,0.37036,0.2473
35700000,1,-0.856189,-5500.48,1.27582,0.35565,0.2064
35800000,5,-2.47449,-5478.66,1.89421,0.378204,0.2535
35900000,3,-1.35584,-5485.18,2.22649,0.371226,0.2483
36000000,3,-2.03795,-5482.74,1.68845,0.36128,0.236
36100000,4,-2.75586,-5486.86,2.91974,0.374066,0.245
36200000,3,-1.49384,-5482.95,1.99249,0.367873,0.2457
36300000,3,-1.87692,-5484.44,2.1306,0.364766,0.2524
36400000,3,-0.345223,-5487.01,0.501427,0.401375,0.2405
36500000,3,-3.12288,-5483.14,2.68301,0.37911,0.2527
36600000,3,-4.38583,-5484.39,3.74112,0.371933,0.2564
36700000,2,-0.748464,-5503.93,1.64554,0.364392,0.2313
36800000,1,-0.46401,-5505.43,0.803762,0.380243,0.211
36900000,2,-1.49034,-5498.93,1.65058,0.359503,0.2206
37000000,2,-4.69193,-5499.83,2.65814,0.36466,0.2197
37100000,1,-0.571563,-5500.17,1.0228,0.363824,0.2062
37200000,3,-1.53472,-5484.5,0.967591,0.364661,0.2518
37300000,3,-2.59341,-5484.43,0.50119,0.36839,0.2553
37400000,3,-1.61467,-5483.91,2.21162,0.378611,0.2555
37500000,2,0.675224,-5492.73,0.206667,0.368714,0.2352
37600000,3,-2.18787,-5487.83,1.25296,0.37592,0.2705
37700000,3,-2.37261,-5486.42,3.31204,0.379629,0.245
37800000,5,-4.12495,-5479.12,3.64082,0.383997,0.2508
37900000,5,-4.71478,-5482.97,3.87506,0.364302,0.2455
38000000,3,-1.62512,-5485.17,2.52602,0.3618,0.2538
38100000,2,-2.3026,-5496.18,1.79419,0.374739,0.2208
38200000,5,-2.21227,-5488.6,2.59661,0.368421,0.296
38300000,3,-2.06572,-5483.16,1.49138,0.366156,0.2534
38400000,5,-2.7414,-5490.12,2.16248,0.376043,0.2648
38500000,2,-1.36133,-5490.67,2.22352,0.364376,0.2515
38600000,5,-3.39559,-5480.66,2.49352,0.394581,0.2537
38700000,3,-2.13672,-5485.58,2.63353,0.38514,0.2521
38800000,1,-1.29868,-5503.8,1.67049,0.361261,0.1985
38900000,3,-2.46474,-5488.69,1.22687,0.374886,0.2519
39000000,3,-1.15101,-5483.01,1.35667,0.380652,0.243
39100000,1,0.112793,-5501.71,0.243996,0.36307,0.2239
39200000,3,-1.97934,-5483.87,2.29144,0.385112,0.2555
39300000,3,-1.90722,-5488.77,2.50628,0.34778,0.2366
39400000,2,-2.43611,-5499.64,1.05537,0.368732,0.2718
39500000,3,-0.535116,-5488.93,0.823279,0.359448,0.2532
39600000,4,-0.375519,-5483.13,1.89081,0.367145,0.2611
39700000,6,-2.21485,-5467.86,2.49207,0.366692,0.2475
39800000,3,-2.16369,-5485.22,1.84837,0.358765,0.2424
39900000,4,-4.37363,-5480.93,2.04956,0.371351,0.2593
40000000,3,-1.53859,-5483.48,2.39285,0.373994,0.2521
40100000,2,0.237686,-5497.44,0.563692,0.370409,0.2605
40200000,5,-2.63068,-5488.38,2.64505,0.363764,0.2505
40300000,1,0.302013,-5501.33,0.0827961,0.371003,0.2228
40400000,3,-6.13041,-5489.66,6.13791,0.375632,0.2641
40500000,4,-3.64534,-5489.79,2.70035,0.365855,0.2532
40600000,1,0.132029,-5504.82,0.293306,0.36125,0.2636
40700000,4,-2.21687,-5480.64,2.71232,0.378238,0.2482
40800000,4,-2.56172,-5477.62,2.033,0.372992,0.228
40900000,2,-0.453997,-5494.4,1.39891,0.368761,0.2208
41000000,3,-2.41264,-5485.47,2.22448,0.38825,0.2398
41100000,3,-2.45741,-5484.61,2.05312,0.390994,0.2618
41200000,2,-0.430081,-5494.49,1.15734,0.378873,0.2219
41300000,5,-5.04472,-5481.2,3.45351,0.388753,0.2637
41400000,3,-0.973003,-5491.81,1.38609,0.378051,0.2397
41500000,4,-4.32896,-5484.39,3.15771,0.378954,0.2577
41600000,5,-4.20318,-5484.17,3.70736,0.357066,0.2645
41700000,2,-1.56637,-5500.43,1.0509,0.365173,0.2232
41800000,1,-1.05781,-5509.29,0.194657,0.368411,0.2722
41900000,4,-2.78221,-5479.56,1.62311,0.371475,0.2523
42000000,1,-0.714498,-5501.28,1.15616,0.372591,0.2241
42100000,3,-2.96095,-5482.1,3.07904,0.386395,0.2462
42200000,3,-5.37649,-5482.21,4.99789,0.369049,0.2465
42300000,4,-0.998391,-5485.11,1.36741,0.385239,0.2557
